customer_id,months_as_customer,age,policy_state,policy_deductable,policy_annual_premium,insured_sex,capital-gains,capitalloss,incident_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model
10708,152,33,OH,1000,840.81,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Ambulance,2,1,YES,0,2,?,82610,7510,7510,67590,Escape
10709,46,41,OH,2000,998.19,FEMALE,43700,66300,Multi-vehicle Collision,Total Loss,Ambulance,23,3,NO,1,3,?,78600,13100,19650,45850,RAM
10710,276,46,OH,2000,1090.32,MALE,0,70400,Single Vehicle Collision,Minor Damage,Ambulance,17,1,NO,1,2,?,51390,5710,5710,39970,Jetta
10711,234,44,IN,500,1780.67,MALE,0,0,Single Vehicle Collision,Major Damage,Ambulance,3,1,NO,1,0,NO,70200,7020,7020,56160,F150
10712,64,30,IL,2000,1681.01,MALE,0,51100,Parked Car,Minor Damage,None,16,1,NO,2,1,NO,4900,490,1470,2940,Wrangler
10713,456,62,OH,1000,1395.77,FEMALE,82600,49500,Multi-vehicle Collision,Major Damage,Other,13,3,?,1,3,NO,66480,5540,11080,49860,92x
10714,58,23,OH,2000,1471.44,MALE,57500,0,Single Vehicle Collision,Major Damage,Fire,8,1,NO,2,1,NO,50380,4580,9160,36640,Tahoe
10715,475,61,IL,500,1265.72,FEMALE,0,59500,Single Vehicle Collision,Major Damage,Fire,23,1,YES,0,2,?,64350,9900,9900,44550,E400
10716,96,29,IN,1000,1274.7,MALE,47500,58700,Multi-vehicle Collision,Major Damage,Ambulance,15,3,YES,2,3,YES,55400,5540,11080,38780,Silverado
10717,99,28,OH,500,1330.39,MALE,0,0,Single Vehicle Collision,Total Loss,Other,3,1,NO,2,2,YES,49900,4990,9980,34930,Neon
10718,38,28,OH,500,1122.95,MALE,78000,0,Multi-vehicle Collision,Minor Damage,Ambulance,4,3,NO,0,3,YES,74880,12480,12480,49920,TL
10719,259,44,OH,2000,1655.79,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Other,8,1,YES,0,0,YES,105820,16280,16280,73260,A3
10720,241,43,IN,1000,935.77,MALE,0,36000,Vehicle Theft,Trivial Damage,Police,21,1,NO,1,0,YES,7150,1300,650,5200,Jetta
10721,437,58,IN,2000,1192.04,MALE,66100,31400,Single Vehicle Collision,Total Loss,Ambulance,23,1,YES,0,0,NO,55800,11160,11160,33480,RAM
10722,130,34,OH,500,990.11,MALE,0,41200,Parked Car,Trivial Damage,None,8,1,?,1,3,YES,5830,1060,1060,3710,RAM
10723,269,41,OH,2000,1422.21,FEMALE,0,46400,Single Vehicle Collision,Major Damage,Ambulance,21,1,YES,2,1,NO,85900,17180,17180,51540,Forrestor
10724,103,29,OH,500,914.85,MALE,72100,0,Parked Car,Minor Damage,Police,5,1,NO,2,3,NO,7110,790,1580,4740,MDX
10725,284,43,IL,500,1123.84,MALE,48200,0,Multi-vehicle Collision,Total Loss,Fire,12,3,NO,0,0,YES,36960,6720,3360,26880,Tahoe
10726,189,39,OH,2000,838.02,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Police,7,3,?,2,0,YES,64400,6440,6440,51520,Neon
10727,267,43,OH,500,1300.68,MALE,49000,0,Parked Car,Minor Damage,None,0,1,NO,1,3,YES,1920,480,0,1440,Tahoe
10728,39,22,IN,500,1173.21,MALE,0,0,Single Vehicle Collision,Major Damage,Police,14,1,YES,0,1,YES,86130,15660,7830,62640,Legacy
10729,140,32,IL,1000,985.97,FEMALE,0,0,Single Vehicle Collision,Major Damage,Fire,13,1,?,2,3,?,82170,14940,7470,59760,Silverado
10730,243,41,IN,1000,1129.23,FEMALE,17300,60400,Single Vehicle Collision,Major Damage,Fire,1,1,?,1,0,YES,50300,10060,5030,35210,Legacy
10731,116,31,IN,500,1194.83,FEMALE,28600,0,Single Vehicle Collision,Major Damage,Police,23,1,NO,0,0,NO,44200,4420,8840,30940,Forrestor
10732,219,43,IN,1000,1114.29,FEMALE,51300,0,Single Vehicle Collision,Major Damage,Ambulance,1,1,?,2,2,YES,66660,6060,6060,54540,Highlander
10733,96,26,OH,2000,1509.04,FEMALE,10000,0,Single Vehicle Collision,Total Loss,Ambulance,9,1,YES,2,3,NO,78320,7120,14240,56960,92x
10734,149,34,IN,500,664.86,FEMALE,0,60000,Single Vehicle Collision,Total Loss,Fire,3,1,?,0,1,NO,105040,16160,16160,72720,RAM
10735,246,43,IN,1000,1267.4,MALE,0,0,Single Vehicle Collision,Minor Damage,Fire,0,1,NO,2,1,?,50700,5070,5070,40560,RSX
10736,293,45,IL,1000,1119.23,FEMALE,51500,0,Multi-vehicle Collision,Total Loss,Fire,13,3,NO,1,1,NO,51210,11380,5690,34140,Wrangler
10737,339,48,OH,500,1698.51,MALE,0,0,Multi-vehicle Collision,Total Loss,Fire,18,3,NO,2,1,?,51840,8640,8640,34560,Jetta
10738,160,33,IL,1000,1422.78,FEMALE,61600,0,Multi-vehicle Collision,Total Loss,Ambulance,17,3,?,2,3,YES,52800,5280,5280,42240,Pathfinder
10739,224,42,OH,500,1212.75,FEMALE,0,51400,Single Vehicle Collision,Minor Damage,Fire,11,1,?,0,0,YES,55200,9200,13800,32200,Civic
10740,194,34,IN,1000,1423.34,MALE,55300,37900,Vehicle Theft,Minor Damage,None,0,1,YES,0,3,NO,9100,1400,1400,6300,Malibu
10741,385,51,IN,1000,976.37,FEMALE,0,61000,Multi-vehicle Collision,Minor Damage,Other,14,3,?,1,3,?,67600,13520,6760,47320,Legacy
10742,100,33,OH,500,1124.59,MALE,67300,0,Single Vehicle Collision,Minor Damage,Other,4,1,NO,1,2,NO,40800,6800,6800,27200,X5
10743,371,50,IN,1000,1569.33,MALE,79600,0,Multi-vehicle Collision,Major Damage,Other,2,3,NO,2,1,YES,84500,13000,13000,58500,Passat
10744,175,39,IN,500,1359.36,MALE,0,43600,Multi-vehicle Collision,Major Damage,Other,9,3,YES,2,2,YES,71610,13020,6510,52080,Highlander
10745,373,55,IN,500,1607.36,MALE,0,0,Multi-vehicle Collision,Major Damage,Other,21,4,?,0,2,NO,60600,6060,12120,42420,RAM
10746,258,41,IL,500,1042.25,MALE,0,44400,Multi-vehicle Collision,Major Damage,Fire,0,3,NO,2,3,NO,81240,6770,20310,54160,C300
10747,255,39,OH,500,1453.95,FEMALE,38200,0,Multi-vehicle Collision,Total Loss,Fire,17,3,YES,0,3,NO,29300,2930,5860,20510,A3
10748,37,31,IL,500,1969.63,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Fire,21,3,NO,1,1,YES,76450,6950,13900,55600,RAM
10749,322,44,IL,1000,1156.19,FEMALE,49900,62700,Multi-vehicle Collision,Major Damage,Fire,20,3,YES,0,3,?,49400,9880,4940,34580,Wrangler
10750,204,38,IL,2000,1124.47,FEMALE,0,45100,Single Vehicle Collision,Total Loss,Ambulance,5,1,NO,0,1,?,90530,16460,16460,57610,F150
10751,76,31,OH,500,1493.5,FEMALE,39900,44000,Vehicle Theft,Minor Damage,Police,7,1,NO,2,1,NO,8030,1460,730,5840,E400
10752,193,40,IL,500,1155.38,FEMALE,34200,32300,Single Vehicle Collision,Minor Damage,Fire,6,1,NO,0,0,YES,63900,6390,6390,51120,TL
10753,405,55,IL,500,878.19,MALE,57100,0,Multi-vehicle Collision,Minor Damage,Fire,2,4,YES,0,2,NO,38640,4830,4830,28980,Tahoe
10754,435,58,IN,2000,1145.85,MALE,0,40000,Multi-vehicle Collision,Total Loss,Other,19,3,?,1,1,YES,41490,9220,4610,27660,E400
10755,54,35,IN,500,1261.28,FEMALE,68500,42100,Multi-vehicle Collision,Minor Damage,Fire,21,3,YES,2,0,?,79090,14380,7190,57520,Maxima
10756,144,35,IL,500,1427.46,MALE,0,0,Multi-vehicle Collision,Major Damage,Police,3,3,?,0,0,?,87900,17580,8790,61530,Neon
10757,92,32,IL,500,1592.41,MALE,58900,29100,Single Vehicle Collision,Total Loss,Ambulance,22,1,?,2,3,YES,53400,5340,5340,42720,Wrangler
10758,173,36,OH,1000,1274.63,MALE,51000,0,Single Vehicle Collision,Total Loss,Fire,22,1,YES,2,3,NO,52030,9460,9460,33110,MDX
10759,436,60,IN,500,1362.31,MALE,67600,65300,Single Vehicle Collision,Minor Damage,Ambulance,16,1,NO,0,2,NO,82060,14920,7460,59680,93
10760,155,35,OH,1000,919.37,FEMALE,83600,0,Single Vehicle Collision,Minor Damage,Ambulance,0,1,?,0,3,?,48360,8060,8060,32240,Maxima
10761,78,31,OH,1000,1377.23,FEMALE,72600,0,Multi-vehicle Collision,Minor Damage,Other,1,3,?,2,1,?,52290,5810,11620,34860,Maxima
10762,440,57,IL,1000,995.55,MALE,51500,52100,Multi-vehicle Collision,Major Damage,Police,19,3,YES,0,3,?,68200,12400,12400,43400,Wrangler
10763,264,43,IL,500,1508.12,MALE,0,0,Multi-vehicle Collision,Major Damage,Other,0,3,?,2,1,NO,60750,13500,6750,40500,Wrangler
10764,66,30,IN,500,484.67,FEMALE,21100,60800,Multi-vehicle Collision,Major Damage,Fire,2,3,?,0,2,YES,65560,11920,11920,41720,Passat
10765,366,50,IN,1000,1561.41,FEMALE,21200,0,Multi-vehicle Collision,Minor Damage,Police,5,3,YES,1,3,NO,70290,12780,12780,44730,C300
10766,188,37,OH,500,1457.21,FEMALE,46300,0,Single Vehicle Collision,Total Loss,Ambulance,6,1,?,2,0,YES,45000,5000,5000,35000,Forrestor
10767,224,39,IL,1000,1128.71,FEMALE,0,47100,Multi-vehicle Collision,Total Loss,Fire,21,3,YES,2,1,?,61800,12360,6180,43260,Impreza
10768,253,46,IL,500,1358.2,FEMALE,52900,0,Multi-vehicle Collision,Major Damage,Ambulance,11,3,YES,0,0,NO,64570,5870,11740,46960,Wrangler
10769,446,61,IL,1000,1232.79,FEMALE,49900,62100,Single Vehicle Collision,Minor Damage,Other,3,1,YES,2,0,YES,70500,7050,14100,49350,Forrestor
10770,169,37,IL,1000,936.19,MALE,70600,48500,Multi-vehicle Collision,Total Loss,Police,4,3,?,2,1,YES,57900,17370,5790,34740,A5
10771,255,46,IL,500,1302.34,FEMALE,0,52600,Multi-vehicle Collision,Minor Damage,Fire,2,3,NO,1,0,NO,57860,5260,10520,42080,Jetta
10772,209,39,IN,500,1264.99,MALE,67800,0,Single Vehicle Collision,Minor Damage,Fire,22,1,?,1,1,NO,37800,8400,4200,25200,Silverado
10773,210,37,OH,500,1467.76,FEMALE,38700,33100,Single Vehicle Collision,Total Loss,Ambulance,8,1,?,1,3,YES,63300,6330,6330,50640,Highlander
10774,174,33,IN,2000,1124.43,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Ambulance,14,3,YES,0,1,YES,44200,8840,4420,30940,93
10775,70,28,IL,1000,1319.81,MALE,67200,59400,Multi-vehicle Collision,Minor Damage,Police,14,4,NO,1,0,YES,31680,3520,3520,24640,Camry
10776,89,32,IN,2000,1482.53,FEMALE,49100,45100,Parked Car,Trivial Damage,Police,5,1,YES,1,2,?,100,10,20,70,A3
10777,458,61,IN,1000,1328.18,FEMALE,53000,0,Single Vehicle Collision,Minor Damage,Fire,18,1,NO,2,1,NO,56340,6260,6260,43820,Passat
10778,239,40,IN,500,1463.95,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Police,20,3,?,0,0,YES,69740,6340,6340,57060,Neon
10779,161,38,IL,2000,1133.85,MALE,60200,0,Multi-vehicle Collision,Total Loss,Police,0,3,YES,2,2,YES,60480,5040,15120,40320,Jetta
10780,446,61,IN,1000,1037.32,FEMALE,0,15700,Multi-vehicle Collision,Minor Damage,Police,1,3,?,2,1,NO,80880,6740,13480,60660,Ultima
10781,476,61,IN,1000,1562.8,FEMALE,42800,68200,Single Vehicle Collision,Total Loss,Fire,10,1,?,1,2,YES,49390,8980,4490,35920,Legacy
10782,70,29,IN,1000,1425.79,FEMALE,62400,52300,Single Vehicle Collision,Minor Damage,Ambulance,12,1,NO,0,3,?,69360,11560,11560,46240,RAM
10783,233,41,OH,2000,1615.14,FEMALE,67100,0,Vehicle Theft,Minor Damage,None,6,1,NO,0,1,?,3740,680,680,2380,Malibu
10784,122,33,IL,500,1236.5,MALE,0,48700,Parked Car,Trivial Damage,None,1,1,NO,0,1,NO,5060,460,920,3680,Ultima
10785,335,48,IL,2000,1017.97,FEMALE,59900,34800,Multi-vehicle Collision,Total Loss,Police,21,3,NO,0,0,YES,35860,3260,6520,26080,X5
10786,257,40,IN,2000,1306,MALE,46100,46900,Multi-vehicle Collision,Major Damage,Ambulance,3,3,YES,2,1,?,50050,7700,3850,38500,Fusion
10787,85,27,IL,2000,1174.14,MALE,50400,61500,Multi-vehicle Collision,Minor Damage,Fire,14,4,YES,0,0,NO,59070,10740,5370,42960,Camry
10788,133,30,IN,1000,1231.01,MALE,0,31700,Multi-vehicle Collision,Minor Damage,Fire,19,3,NO,1,2,?,28440,3160,3160,22120,Neon
10789,119,34,IL,500,1299.18,FEMALE,57100,0,Single Vehicle Collision,Major Damage,Fire,7,1,YES,2,1,YES,45540,8280,8280,28980,Civic
10790,169,34,IN,500,1469.75,FEMALE,0,57600,Single Vehicle Collision,Minor Damage,Fire,0,1,?,0,0,YES,38700,7740,3870,27090,Passat
10791,225,39,OH,500,1390.72,MALE,83900,52100,Parked Car,Trivial Damage,None,6,1,YES,2,1,YES,5830,1060,530,4240,Pathfinder
10792,84,32,IL,500,1694.09,FEMALE,0,0,Single Vehicle Collision,Total Loss,Other,0,1,YES,0,2,?,57240,4770,9540,42930,X6
10793,169,39,OH,2000,1140.15,MALE,0,36800,Multi-vehicle Collision,Total Loss,Police,9,3,YES,0,3,NO,46200,4200,8400,33600,Legacy
10794,124,32,IN,1000,1310.71,FEMALE,29300,0,Single Vehicle Collision,Total Loss,Ambulance,23,1,YES,0,1,NO,57700,5770,5770,46160,Camry
10795,320,48,IL,2000,1730.49,MALE,46300,41700,Multi-vehicle Collision,Minor Damage,Fire,13,3,NO,2,0,NO,56160,4680,9360,42120,95
10796,297,47,IN,500,1616.65,MALE,0,59500,Multi-vehicle Collision,Total Loss,Fire,0,3,?,0,3,YES,44400,5550,5550,33300,Grand Cherokee
10797,421,56,IN,500,1935.85,MALE,49500,81100,Single Vehicle Collision,Major Damage,Ambulance,7,1,?,2,3,?,92730,16860,8430,67440,E400
10798,136,33,OH,1000,855.14,FEMALE,37900,0,Single Vehicle Collision,Minor Damage,Fire,23,1,YES,0,1,YES,30700,3070,6140,21490,Corolla
10799,46,24,OH,2000,1568.47,FEMALE,46800,0,Single Vehicle Collision,Major Damage,Fire,7,1,NO,2,0,?,56600,11320,5660,39620,Camry
10800,34,24,IN,2000,1550.53,FEMALE,0,27700,Parked Car,Trivial Damage,None,20,1,YES,0,1,?,3960,660,660,2640,A3
10801,95,30,IL,2000,1370.92,MALE,48900,0,Single Vehicle Collision,Minor Damage,Police,22,1,YES,0,3,?,34800,3480,6960,24360,MDX
10802,140,36,IN,500,1363.59,FEMALE,43200,0,Multi-vehicle Collision,Minor Damage,Other,10,3,?,2,0,YES,79500,7950,7950,63600,Tahoe
10803,200,34,IN,1000,828.42,FEMALE,0,0,Single Vehicle Collision,Total Loss,Police,10,1,?,2,2,NO,56000,5600,5600,44800,Malibu
10804,123,29,IN,500,1209.63,FEMALE,64800,44200,Single Vehicle Collision,Minor Damage,Ambulance,17,1,YES,1,0,YES,73260,16280,0,56980,Jetta
10805,267,46,OH,2000,1111.17,MALE,35000,0,Parked Car,Trivial Damage,None,3,1,YES,2,3,YES,4950,900,450,3600,Camry
10806,290,42,IN,500,989.97,MALE,32500,0,Single Vehicle Collision,Minor Damage,Ambulance,10,1,NO,0,1,NO,48000,4800,9600,33600,95
10807,45,37,IN,1000,1114.23,MALE,0,0,Single Vehicle Collision,Major Damage,Fire,1,1,YES,0,1,YES,52200,10440,5220,36540,Pathfinder
10808,186,38,IN,2000,1347.31,FEMALE,80900,111100,Multi-vehicle Collision,Minor Damage,Ambulance,1,3,NO,2,3,?,73800,12300,12300,49200,A3
10809,135,34,IL,2000,1687.53,FEMALE,0,69600,Single Vehicle Collision,Total Loss,Fire,7,1,?,1,2,NO,78200,15640,7820,54740,A3
10810,110,33,IN,1000,1183.48,MALE,0,0,Single Vehicle Collision,Major Damage,Ambulance,19,1,?,2,3,NO,55200,13800,9200,32200,93
10811,259,43,IL,2000,1537.13,FEMALE,0,58300,Multi-vehicle Collision,Total Loss,Other,3,3,NO,0,2,YES,57060,6340,6340,44380,Fusion
10812,114,30,OH,1000,1173.25,FEMALE,0,34700,Vehicle Theft,Minor Damage,None,3,1,NO,0,3,YES,4680,520,520,3640,Malibu
10813,404,56,IN,1000,1361.16,FEMALE,0,63700,Single Vehicle Collision,Minor Damage,Ambulance,23,1,NO,2,0,YES,53100,5310,5310,42480,MDX
10814,282,48,OH,2000,1422.56,FEMALE,26900,55300,Vehicle Theft,Minor Damage,None,7,1,?,1,2,NO,3520,640,320,2560,MDX
10815,57,25,IL,2000,1143.06,FEMALE,63100,54100,Multi-vehicle Collision,Total Loss,Ambulance,0,3,NO,0,1,YES,72900,14580,14580,43740,Maxima
10816,215,38,IN,500,1405.71,FEMALE,0,0,Single Vehicle Collision,Total Loss,Police,10,1,?,0,1,NO,70700,7070,14140,49490,Passat
10817,140,30,IL,500,1354.2,FEMALE,100500,0,Multi-vehicle Collision,Minor Damage,Other,4,4,?,0,0,?,60170,5470,10940,43760,Pathfinder
10818,250,42,IN,500,1055.6,MALE,69500,40700,Single Vehicle Collision,Major Damage,Other,16,1,?,1,1,?,74800,13600,6800,54400,Fusion
10819,286,41,IL,1000,999.43,MALE,25800,0,Vehicle Theft,Trivial Damage,Police,3,1,YES,2,0,?,4100,820,410,2870,Malibu
10820,356,47,IN,2000,1155.97,MALE,0,0,Single Vehicle Collision,Minor Damage,Other,5,1,YES,0,3,?,61490,5590,11180,44720,RAM
10821,65,29,IL,1000,1726.91,MALE,0,0,Vehicle Theft,Trivial Damage,None,14,1,?,0,0,?,7200,720,1440,5040,A5
10822,187,34,IN,500,1232.57,FEMALE,59500,0,Multi-vehicle Collision,Minor Damage,Fire,7,3,?,0,0,?,45100,8200,4100,32800,Pathfinder
10823,386,53,OH,500,1078.65,MALE,36800,0,Single Vehicle Collision,Minor Damage,Police,16,1,?,2,3,YES,66660,12120,6060,48480,Civic
10824,197,41,OH,1000,1324.78,FEMALE,0,64500,Single Vehicle Collision,Major Damage,Police,6,1,NO,2,2,YES,76400,15280,7640,53480,Jetta
10825,166,37,IN,500,1518.54,FEMALE,0,0,Single Vehicle Collision,Total Loss,Ambulance,10,1,YES,1,1,NO,58300,10600,10600,37100,F150
10826,293,49,IL,2000,1239.06,FEMALE,34900,0,Single Vehicle Collision,Total Loss,Police,19,1,?,1,1,?,57310,5210,10420,41680,Passat
10827,179,32,OH,2000,1246.68,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Fire,10,1,?,0,1,?,53100,5900,5900,41300,Impreza
10828,76,24,OH,1000,1622.67,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Ambulance,6,3,NO,1,1,?,74700,14940,7470,52290,Forrestor
10829,105,28,OH,500,1082.36,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Fire,12,3,NO,2,2,NO,60500,12100,6050,42350,A5
10830,97,26,OH,1000,1270.55,MALE,0,72100,Multi-vehicle Collision,Total Loss,Other,10,3,YES,2,3,NO,84920,7720,15440,61760,Wrangler
10831,148,36,IL,1000,1236.32,FEMALE,55100,0,Single Vehicle Collision,Total Loss,Police,0,1,NO,2,0,NO,61050,5550,11100,44400,Neon
10832,77,26,IL,2000,785.82,MALE,49700,0,Multi-vehicle Collision,Major Damage,Police,12,3,YES,2,0,?,69080,12560,6280,50240,A5
10833,295,46,IN,500,1265.84,FEMALE,52200,44500,Vehicle Theft,Minor Damage,None,10,1,YES,1,3,YES,4560,760,380,3420,Pathfinder
10834,126,28,IN,500,1508.9,FEMALE,0,0,Multi-vehicle Collision,Total Loss,Police,3,4,NO,0,1,?,67800,11300,11300,45200,F150
10835,132,32,OH,2000,1106.84,MALE,43100,31900,Vehicle Theft,Minor Damage,Police,21,1,YES,1,1,YES,5600,1120,560,3920,Legacy
10836,370,55,IN,2000,1389.13,MALE,0,53200,Vehicle Theft,Minor Damage,None,6,1,?,0,2,?,9000,900,1800,6300,ML350
10837,257,43,IN,1000,974.84,FEMALE,52100,0,Single Vehicle Collision,Total Loss,Police,0,1,NO,0,1,YES,85320,21330,7110,56880,Pathfinder
10838,9,24,IL,2000,1304.46,FEMALE,51700,33300,Vehicle Theft,Trivial Damage,None,6,1,NO,0,3,YES,5940,540,1080,4320,A5
10839,185,34,OH,500,1257.36,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Fire,20,3,YES,1,1,?,51370,9340,4670,37360,M5
10840,234,43,OH,500,1257.04,MALE,0,48800,Single Vehicle Collision,Major Damage,Police,4,1,NO,2,2,YES,51600,10320,5160,36120,Neon
10841,253,44,OH,2000,719.52,FEMALE,45800,0,Parked Car,Trivial Damage,None,9,1,NO,0,3,?,5400,600,600,4200,Malibu
10842,233,39,OH,2000,1524.18,MALE,0,0,Multi-vehicle Collision,Minor Damage,Fire,20,3,?,1,0,YES,48870,5430,5430,38010,95
10843,274,44,IN,500,1395.58,FEMALE,0,0,Vehicle Theft,Minor Damage,Police,7,1,NO,2,1,?,5590,860,860,3870,X5
10844,297,48,IL,1000,1243.68,MALE,0,71400,Multi-vehicle Collision,Major Damage,Other,18,3,?,0,2,?,54960,6870,0,48090,Corolla
10845,273,47,OH,1000,1189.04,FEMALE,59600,0,Multi-vehicle Collision,Minor Damage,Police,0,3,NO,1,3,?,39800,7960,3980,27860,Wrangler
10846,147,37,IN,2000,1375.29,FEMALE,0,0,Multi-vehicle Collision,Major Damage,Ambulance,11,3,?,0,1,?,56160,6240,6240,43680,Fusion
10847,285,42,IN,500,1389.13,MALE,63100,79400,Single Vehicle Collision,Total Loss,Fire,13,1,NO,0,3,?,52700,5270,10540,36890,Corolla
10848,289,43,OH,1000,1387.51,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Fire,19,3,YES,1,3,?,68580,7620,7620,53340,Wrangler
10849,427,60,IN,1000,1178.61,MALE,0,54400,Single Vehicle Collision,Major Damage,Ambulance,23,1,YES,1,2,YES,90860,12980,19470,58410,Jetta
10850,380,53,IL,2000,1166.62,MALE,0,0,Parked Car,Trivial Damage,Police,23,1,NO,0,3,NO,5700,570,570,4560,93
10851,13,21,IN,1000,1556.31,MALE,0,75000,Multi-vehicle Collision,Total Loss,Police,19,3,YES,2,0,YES,94930,8630,8630,77670,RSX
10852,282,43,OH,500,1452.27,MALE,75800,0,Single Vehicle Collision,Major Damage,Ambulance,19,1,NO,1,2,NO,46800,4680,9360,32760,A5
10853,312,47,OH,1000,1212.07,FEMALE,66900,51800,Multi-vehicle Collision,Total Loss,Fire,17,3,NO,2,3,NO,56320,7040,7040,42240,ML350
10854,266,46,OH,2000,1578.54,MALE,0,41400,Single Vehicle Collision,Minor Damage,Fire,18,1,NO,1,3,YES,83490,7590,15180,60720,Pathfinder
10855,30,36,IN,500,1488.26,FEMALE,0,63500,Multi-vehicle Collision,Total Loss,Police,17,3,NO,2,2,?,57900,5790,5790,46320,95
10856,198,36,IN,1000,1096.39,MALE,0,0,Multi-vehicle Collision,Total Loss,Fire,11,3,?,1,3,YES,49410,5490,5490,38430,A3
10857,290,45,OH,2000,1215.36,MALE,54400,0,Multi-vehicle Collision,Minor Damage,Fire,22,3,?,0,1,NO,66200,6620,6620,52960,Impreza
10858,260,46,OH,2000,1482.57,MALE,35000,0,Single Vehicle Collision,Minor Damage,Fire,7,1,NO,0,1,NO,64080,10680,10680,42720,Camry
10859,233,43,OH,1000,954.18,FEMALE,0,0,Multi-vehicle Collision,Minor Damage,Other,17,3,?,2,3,YES,42500,8500,4250,29750,Pathfinder
10860,130,30,IL,2000,1193.4,MALE,0,40800,Multi-vehicle Collision,Total Loss,Other,16,3,NO,2,3,?,48950,8900,4450,35600,Legacy
10861,230,42,IN,1000,1023.11,FEMALE,0,45300,Multi-vehicle Collision,Minor Damage,Other,13,3,NO,1,2,YES,58850,10700,10700,37450,MDX
10862,212,40,IL,1000,1524.45,FEMALE,73200,0,Multi-vehicle Collision,Minor Damage,Other,17,3,YES,0,2,YES,82400,8240,8240,65920,Pathfinder
10863,299,44,OH,1000,1653.32,FEMALE,0,48800,Single Vehicle Collision,Minor Damage,Ambulance,3,1,YES,2,0,?,54240,6780,6780,40680,Impreza
10864,91,26,IL,1000,1022.46,FEMALE,52700,0,Multi-vehicle Collision,Minor Damage,Other,15,3,?,0,2,?,74200,7420,7420,59360,Wrangler
10865,398,53,IL,2000,1396.43,FEMALE,21500,0,Single Vehicle Collision,Total Loss,Fire,16,1,YES,2,1,?,47430,5270,5270,36890,Camry
10866,218,43,IL,500,1521.55,FEMALE,61100,64500,Single Vehicle Collision,Major Damage,Fire,18,1,?,1,3,YES,68200,13640,6820,47740,RAM
10867,152,33,IN,1000,1034.27,FEMALE,0,0,Single Vehicle Collision,Minor Damage,Fire,18,1,NO,1,0,NO,63900,7100,7100,49700,TL
10868,212,39,OH,1000,1255.35,FEMALE,60300,58900,Multi-vehicle Collision,Total Loss,Ambulance,22,2,NO,0,3,YES,59300,11860,5930,41510,RAM
10869,242,44,IL,2000,1396.89,FEMALE,0,61600,Multi-vehicle Collision,Minor Damage,Other,15,3,NO,1,2,YES,66900,6690,13380,46830,Forrestor
10870,80,27,OH,500,795.31,MALE,0,51000,Multi-vehicle Collision,Major Damage,Police,16,3,YES,1,3,?,40810,3710,7420,29680,F150
10871,260,43,IN,500,982.22,FEMALE,54500,72100,Single Vehicle Collision,Total Loss,Fire,18,1,?,1,0,?,75400,15080,7540,52780,CRV
10872,133,34,IN,500,1074.07,FEMALE,70900,61100,Parked Car,Minor Damage,None,8,1,NO,2,0,YES,4200,420,840,2940,Wrangler
10873,290,45,OH,1000,1311.3,FEMALE,38500,0,Multi-vehicle Collision,Major Damage,Ambulance,23,3,YES,0,0,YES,52650,5850,5850,40950,F150
10874,322,49,IL,2000,1277.12,FEMALE,0,46000,Single Vehicle Collision,Major Damage,Ambulance,18,1,?,0,2,YES,42240,7680,7680,26880,Malibu
10875,228,39,IN,500,1388.62,FEMALE,35200,0,Single Vehicle Collision,Minor Damage,Other,10,1,YES,1,0,YES,59490,6610,6610,46270,ML350
10876,195,37,IL,1000,1406.52,MALE,0,0,Single Vehicle Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,44200,4420,4420,35360,Wrangler
10877,247,39,IN,500,1558.29,FEMALE,0,49300,Vehicle Theft,Trivial Damage,Police,5,1,YES,1,2,?,7700,770,1540,5390,93
10878,405,57,IN,1000,1132.47,MALE,46300,0,Multi-vehicle Collision,Total Loss,Other,21,3,?,2,3,?,61440,10240,10240,40960,93
10879,144,37,OH,2000,1896.91,FEMALE,73700,0,Multi-vehicle Collision,Major Damage,Fire,17,3,YES,1,3,NO,54400,5440,10880,38080,Silverado
10880,338,47,IL,500,1143.46,MALE,0,0,Single Vehicle Collision,Total Loss,Other,4,1,YES,2,1,?,58560,9760,9760,39040,E400
10881,121,34,IN,500,1285.42,MALE,0,0,Single Vehicle Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300,6730,6730,53840,RAM
10882,398,55,OH,2000,1305.26,MALE,66200,49700,Single Vehicle Collision,Major Damage,Fire,18,1,?,1,3,YES,36740,3340,6680,26720,X5
10883,9,30,IL,1000,1073.83,FEMALE,0,0,Single Vehicle Collision,Total Loss,Police,12,1,?,0,0,NO,85690,15580,15580,54530,3 Series
